board,mark,label,move_num
000000000000000000000000000000000000001000,2,L,420
000000000000000000000000000000020000001000,1,W,421
000000000000000000000000000000020000001010,2,L,422
000000000000000000000000200000020000001010,1,W,423
000000000000000001000000200000020000001010,2,L,424
000000000020000001000000200000020000001010,1,W,425
000100000020000001000000200000020000001010,2,L,426
000100000020000001000000200000020000001210,1,W,427
000100000020000001000000200000020000001211,2,L,428
000100000020000001000000200000022000001211,1,W,429
000100000020000001000000200000022010001211,2,L,430
000100000020000001000000220000022010001211,1,W,431
000100000020000001000000220100022010001211,2,L,432
000100000020000001000000220100022210001211,1,W,433
000000000000000000000000000000000000000000,1,W,434
000000000000000000000000000000000000001000,2,L,435
000000000000000000000000000000020000001000,1,W,436
000000000000000000000000100000020000001000,2,L,437
000000000000000002000000100000020000001000,1,W,438
000000000010000002000000100000020000001000,2,L,439
000200000010000002000000100000020000001000,1,W,440
000200000010000002000000100000020000001100,2,L,441
000200000010000002000000100000022000001100,1,W,442
000200000010000002000000110000022000001100,2,L,443
000200000010000002200000110000022000001100,1,W,444
000200000011000002200000110000022000001100,2,L,445
000220000011000002200000110000022000001100,1,W,446
000220000011000002200000110000022000011100,2,L,447
000220000011000002200000110000022000011120,1,W,448
000220000011000002200000110000122000011120,2,L,449
000220000011000002200000110000122200011120,1,W,450
000220000011000002200001110000122200011120,2,L,451
000220000011000002200001112000122200011120,1,W,452
000000000000000000000000000000000000000000,1,W,453
000000000000000000000000000000000000001000,2,L,454
000000000000000000000000000000020000001000,1,W,455
000000000000000000000000100000020000001000,2,L,456
000000000000000002000000100000020000001000,1,W,457
000000000010000002000000100000020000001000,2,L,458
000200000010000002000000100000020000001000,1,W,459
000200000010000002000000100000020000001100,2,L,460
000200000010000002000000100000022000001100,1,W,461
000200000010000002000000110000022000001100,2,L,462
000200000010000002200000110000022000001100,1,W,463
000200000010000002200000110000022001001100,2,L,464
000200000010000002200000110000022001001102,1,W,465
000200000011000002200000110000022001001102,2,L,466
000220000011000002200000110000022001001102,1,W,467
000220000011000002200000110010022001001102,2,L,468
000220000011000002200000110010022001021102,1,W,469
000220000011000002200000110010122001021102,2,L,470
000220000011000002200000110010122001021122,1,W,471
000220000011000002200001110010122001021122,2,L,472
000220000011000002200001110010122201021122,1,W,473
000220000011000012200001110010122201021122,2,L,474
000220000011000012200001112010122201021122,1,W,475
000000000000000000000000000000000000000000,1,L,476
000000000000000000000000000000000001000000,2,W,477
000000000000000000000000000000000001002000,1,L,478
000000000000000000000000000000010001002000,2,W,479
000000000000000000000000200000010001002000,1,L,480
000000000000000001000000200000010001002000,2,W,481
000000000020000001000000200000010001002000,1,L,482
000100000020000001000000200000010001002000,2,W,483
000100000020000001000000200000010001002200,1,L,484
000100000020000001000000200000011001002200,2,W,485
000100000020000001000000220000011001002200,1,L,486
000100000020000001100000220000011001002200,2,W,487
000100000022000001100000220000011001002200,1,L,488
000110000022000001100000220000011001002200,2,W,489
000110000022000001100000220000011001022200,1,L,490
000110000022000001100000220000011001022210,2,W,491
000110000022000001100000220000211001022210,1,L,492
000110000022000001100001220000211001022210,2,W,493
000110000022000021100001220000211001022210,1,L,494
000110000022000021100001220000211101022210,2,W,495
000110000222000021100001220000211101022210,1,L,496
000110000222000021100001221000211101022210,2,W,497
002110000222000021100001221000211101022210,1,L,498
002110000222000021100001221000211101022211,2,W,499
002110000222000021120001221000211101022211,1,L,500
002110000222100021120001221000211101022211,2,W,501
002112000222100021120001221000211101022211,1,L,502
002112000222100021120001221000211101122211,2,W,503
002112000222100021120001221002211101122211,1,L,504
002112000222100021120001221012211101122211,2,W,505
002112000222100021120021221012211101122211,1,L,506
002112000222100121120021221012211101122211,2,W,507
002112000222100121120221221012211101122211,1,L,508
002112001222100121120221221012211101122211,2,W,509
000000000000000000000000000000000000000000,1,L,510
000000000000000000000000000000000000000001,2,W,511
000000000000000000000000000000000000002001,1,L,512
000000000000000000000000000000010000002001,2,W,513
000000000000000000000000200000010000002001,1,L,514
000000000000000001000000200000010000002001,2,W,515
000000000020000001000000200000010000002001,1,L,516
000100000020000001000000200000010000002001,2,W,517
000100000020000001000000200000010000002201,1,L,518
000100000020000001000000200000010000012201,2,W,519
000100000020000001000000200000012000012201,1,L,520
000100000020000001000000200000012000012211,2,W,521
000100000020000001000000220000012000012211,1,L,522
000100000020000001000000220000012100012211,2,W,523
000000000000000000000000000000000000000000,1,L,524
000000000000000000000000000000000000001000,2,W,525
000000000000000000000000000000020000001000,1,L,526
000000000000000000000000100000020000001000,2,W,527
000000000000000002000000100000020000001000,1,L,528
000000000010000002000000100000020000001000,2,W,529
000200000010000002000000100000020000001000,1,L,530
000200000010000002000000100000020000001100,2,W,531
000200000010000002000000100000022000001100,1,L,532
000200000010000002000000110000022000001100,2,W,533
000200000010000002200000110000022000001100,1,L,534
000200000010000002200000110000022000001101,2,W,535
000200000012000002200000110000022000001101,1,L,536
000210000012000002200000110000022000001101,2,W,537
000210000012000002200000110000022000021101,1,L,538
000210000012000002200000110000022000121101,2,W,539
000210000012000002200000110000222000121101,1,L,540
000210000012000002200001110000222000121101,2,W,541
000210000012000022200001110000222000121101,1,L,542
000210000112000022200001110000222000121101,2,W,543
002210000112000022200001110000222000121101,1,L,544
002210000112000022200001110000222000121111,2,W,545
000000000000000000000000000000000000000000,1,W,546
000000000000000000000000000000000000001000,2,L,547
000000000000000000000000000000020000001000,1,W,548
000000000000000000000000100000020000001000,2,L,549
000000000000000000000000100000020000201000,1,W,550
000000000000000001000000100000020000201000,2,L,551
000000000020000001000000100000020000201000,1,W,552
000000000020000001000000100000020000201010,2,L,553
000200000020000001000000100000020000201010,1,W,554
000200000020000001000000100000020000201110,2,L,555
000200000020000001000000100000020000201112,1,W,556
000200000020000001000000100000021000201112,2,L,557
000200000020000001000000100000021020201112,1,W,558
000200000020000001000000110000021020201112,2,L,559
000200000020000001000000110200021020201112,1,W,560
000000000000000000000000000000000000000000,1,W,561
000000000000000000000000000000000000001000,2,L,562
000000000000000000000000000000020000001000,1,W,563
000000000000000000000000100000020000001000,2,L,564
000000000000000002000000100000020000001000,1,W,565
000000000010000002000000100000020000001000,2,L,566
000200000010000002000000100000020000001000,1,W,567
000200000010000002000000100000020000001100,2,L,568
000200000010000002000000100000022000001100,1,W,569
000200000010000002000000110000022000001100,2,L,570
000200000010000002200000110000022000001100,1,W,571
000200000011000002200000110000022000001100,2,L,572
000220000011000002200000110000022000001100,1,W,573
000220000011000002200000110000022000001101,2,L,574
000220000011000002200000110000022000021101,1,W,575
000220000011000002200000110000122000021101,2,L,576
000220000011000002200000110000122000021121,1,W,577
000220000011000002200001110000122000021121,2,L,578
000220000011000002200001110000122200021121,1,W,579
000220000011000012200001110000122200021121,2,L,580
000220000011000012200001112000122200021121,1,W,581
000000000000000000000000000000000000000000,1,W,582
000000000000000000000000000000000000001000,2,L,583
000000000000000000000000000000020000001000,1,W,584
000000000000000000000000100000020000001000,2,L,585
000000000000000002000000100000020000001000,1,W,586
000000000010000002000000100000020000001000,2,L,587
000200000010000002000000100000020000001000,1,W,588
000200000010000002000000100000020000001100,2,L,589
000200000010000002000000100000022000001100,1,W,590
000200000010000002000000110000022000001100,2,L,591
000200000010000002200000110000022000001100,1,W,592
000200000011000002200000110000022000001100,2,L,593
000220000011000002200000110000022000001100,1,W,594
000220000011000002200000110000022000011100,2,L,595
000220000011000002200000110000022000011120,1,W,596
000220000011000002200000110000122000011120,2,L,597
000220000011000002200000110000122200011120,1,W,598
000220000011000002200001110000122200011120,2,L,599
000220000011000002200001112000122200011120,1,W,600
000000000000000000000000000000000000000000,1,W,601
000000000000000000000000000000000000001000,2,L,602
000000000000000000000000000000020000001000,1,W,603
000000000000000000000000100000020000001000,2,L,604
000000000000000002000000100000020000001000,1,W,605
000000000010000002000000100000020000001000,2,L,606
000200000010000002000000100000020000001000,1,W,607
000200000010000002000000100000020000001100,2,L,608
000200000010000002000000100000022000001100,1,W,609
000200000010000002000000110000022000001100,2,L,610
000200000010000002200000110000022000001100,1,W,611
000200000011000002200000110000022000001100,2,L,612
000220000011000002200000110000022000001100,1,W,613
000220000011000002200000110000022000011100,2,L,614
000220000011000002200000110000022000011120,1,W,615
000220000011000002200000110000122000011120,2,L,616
000220000011000002200000110000122000211120,1,W,617
000220000011000002200001110000122000211120,2,L,618
000220000011000002200001110000122200211120,1,W,619
000000000000000000000000000000000000000000,1,W,620
000000000000000000000000000000000000001000,2,L,621
000000000000000000000000000000020000001000,1,W,622
000000000000000000000000100000020000001000,2,L,623
000000000000000002000000100000020000001000,1,W,624
000000000010000002000000100000020000001000,2,L,625
000200000010000002000000100000020000001000,1,W,626
000200000010000002000000100000020000001100,2,L,627
000200000010000002000000100000020002001100,1,W,628
000200000010000002000000100000021002001100,2,L,629
000200000010000002000000120000021002001100,1,W,630
000200000010000002100000120000021002001100,2,L,631
000200000012000002100000120000021002001100,1,W,632
000210000012000002100000120000021002001100,2,L,633
000210000012000002100000120000021002021100,1,W,634
000210000012000002100000120000121002021100,2,L,635
000210000012000002100002120000121002021100,1,W,636
000210000012000002100002120000121002021110,2,L,637
000210000012000002100002120000121202021110,1,W,638
000000000000000000000000000000000000000000,1,L,639
000000000000000000000000000000000000001000,2,W,640
000000000000000000000000000000020000001000,1,L,641
000000000000000000000000000000020000001010,2,W,642
000000000000000000000000000000020000001012,1,L,643
000000000000000000000000100000020000001012,2,W,644
000000000000000002000000100000020000001012,1,L,645
000000000010000002000000100000020000001012,2,W,646
000200000010000002000000100000020000001012,1,L,647
000200000010000002000000100000020000001112,2,W,648
000200000010000002000000100000020020001112,1,L,649
000200000010000002000000100000021020001112,2,W,650
000200000010000002000000100200021020001112,1,L,651
000200000010000002000000110200021020001112,2,W,652
000000000000000000000000000000000000000000,1,L,653
000000000000000000000000000000000000001000,2,W,654
000000000000000000000000000000020000001000,1,L,655
000000000000000000000000100000020000001000,2,W,656
000000000000000002000000100000020000001000,1,L,657
000000000000000002000000100000020001001000,2,W,658
000000000020000002000000100000020001001000,1,L,659
000100000020000002000000100000020001001000,2,W,660
000100000020000002000000100000020001001200,1,L,661
000100000020000002000000100000021001001200,2,W,662
000100000020000002000000120000021001001200,1,L,663
000100000020000002100000120000021001001200,2,W,664
000100000022000002100000120000021001001200,1,L,665
