board,mark,label,move_num
000000000000000000000000100000020001211200,2,L,394
000000000000000000000000100000220001211200,1,W,395
000000000000000000000000100000221001211200,2,L,396
000000000000000000000000100002221001211200,1,W,397
000000000000000000000000100012221001211200,2,L,398
000000000000000000000002100012221001211200,1,W,399
000000000000000010000002100012221001211200,2,L,400
000000000000000010000002100012221001211220,1,W,401
000000000000000011000002100012221001211220,2,L,402
000000000020000011000002100012221001211220,1,W,403
000000000020000011000002110012221001211220,2,L,404
000000000020000011000002110012221201211220,1,W,405
000100000020000011000002110012221201211220,2,L,406
000100000020000011000022110012221201211220,1,W,407
000100000020000111000022110012221201211220,2,L,408
000100002020000111000022110012221201211220,1,W,409
010100002020000111000022110012221201211220,2,L,410
010100002020000111000022110012221201211222,1,W,411
010100002020000111000022111012221201211222,2,L,412
010100002020000111200022111012221201211222,1,W,413
010100002020000111200122111012221201211222,2,L,414
010100002020002111200122111012221201211222,1,W,415
010100002021002111200122111012221201211222,2,L,416
010100002221002111200122111012221201211222,1,W,417
010100012221002111200122111012221201211222,2,L,418
012100012221002111200122111012221201211222,1,W,419
112100012221002111200122111012221201211222,2,L,420
112120012221002111200122111012221201211222,1,W,421
112120012221002111200122111012221211211222,2,L,422
112120012221002111200122111212221211211222,1,W,423
000000000000000000000000000000000000000000,1,L,424
000000000000000000000000000000000000001000,2,W,425
000000000000000000000000000000000000201000,1,L,426
000000000000000000000000000000000000201100,2,W,427
000000000000000000000000000000000000201120,1,L,428
000000000000000000000000000000001000201120,2,W,429
000000000000000000000000000000021000201120,1,L,430
000000000000000000000000010000021000201120,2,W,431
000000000000000000200000010000021000201120,1,L,432
000000000000000000200000010000021100201120,2,W,433
000000000000000000200000012000021100201120,1,L,434
000000000000000000200000012000021100201121,2,W,435
000000000000000000200000012000021120201121,1,L,436
000000000000000000210000012000021120201121,2,W,437
000000000000000000210000012002021120201121,1,L,438
000000000000000000210000012102021120201121,2,W,439
000000000000000000210020012102021120201121,1,L,440
000000000001000000210020012102021120201121,2,W,441
000000000000000000000000000000000000000000,1,W,442
000000000000000000000000000000000000100000,2,L,443
000000000000000000000000000002000000100000,1,W,444
000000000000000000000000000002000000101000,2,L,445
000000000000000000000000000002000000101200,1,W,446
000000000000000000000000000002000000111200,2,L,447
000000000000000000000000000002000000111202,1,W,448
000000000000000000000000000000000000000000,1,W,449
000000000000000000000000000000000000001000,2,L,450
000000000000000000000000000000000000201000,1,W,451
000000000000000000000000000000000000201100,2,L,452
000000000000000000000000000002000000201100,1,W,453
000000000000000000000000000002000000201110,2,L,454
000000000000000000000000000002000000221110,1,W,455
000000000000000000000000000000000000000000,1,L,456
000000000000000000000000000000000000001000,2,W,457
000000000000000000000000000000000000201000,1,L,458
000000000000000000000000000000000000201100,2,W,459
000000000000000000000000000000000000201120,1,L,460
000000000000000000000000000000001000201120,2,W,461
000000000000000000000000000000021000201120,1,L,462
000000000000000000000000010000021000201120,2,W,463
000000000000000000000000210000021000201120,1,L,464
000000000000000001000000210000021000201120,2,W,465
000000000000000001200000210000021000201120,1,L,466
000000000000000001200000210000021100201120,2,W,467
000000000000000001200000210000021100201122,1,L,468
000000000000000001200000211000021100201122,2,W,469
000000000002000001200000211000021100201122,1,L,470
000000000002000001200000211000021101201122,2,W,471
000000000002000001200000211002021101201122,1,L,472
000000000002000001200000211002021101211122,2,W,473
000000000002000001200020211002021101211122,1,L,474
000000000002000101200020211002021101211122,2,W,475
000000000002000101200020211002221101211122,1,L,476
000000001002000101200020211002221101211122,2,W,477
000000000000000000000000000000000000000000,1,D,478
000000000000000000000000000000000000000100,2,D,479
000000000000000000000000000000000000002100,1,D,480
000000000000000000000000000000000000102100,2,D,481
000000000000000000000000000000020000102100,1,D,482
000000000000000000000000100000020000102100,2,D,483
000000000000000002000000100000020000102100,1,D,484
000000000000000002000000100000021000102100,2,D,485
000000000000000002000000100000021002102100,1,D,486
000000000000000002000000110000021002102100,2,D,487
000000000000000002200000110000021002102100,1,D,488
000000000000000002200000110000021002102110,2,D,489
000000000000000002200000110002021002102110,1,D,490
000000000010000002200000110002021002102110,2,D,491
000000000010000002200020110002021002102110,1,D,492
000000000010000102200020110002021002102110,2,D,493
000000000012000102200020110002021002102110,1,D,494
000010000012000102200020110002021002102110,2,D,495
000010000012000102200020110002021002122110,1,D,496
000010000012000102200020110002121002122110,2,D,497
000210000012000102200020110002121002122110,1,D,498
000210000012000102200020110002121102122110,2,D,499
000210000012000102200020112002121102122110,1,D,500
000210000012000102210020112002121102122110,2,D,501
000210000012000102210020112022121102122110,1,D,502
000210000012000102210120112022121102122110,2,D,503
000210000012002102210120112022121102122110,1,D,504
000210000012002102210120112022121102122111,2,D,505
000210002012002102210120112022121102122111,1,D,506
000210002012102102210120112022121102122111,2,D,507
000210002012102102210120112022121122122111,1,D,508
000210002012102102210121112022121122122111,2,D,509
000210002012102122210121112022121122122111,1,D,510
000210002112102122210121112022121122122111,2,D,511
002210002112102122210121112022121122122111,1,D,512
012210002112102122210121112022121122122111,2,D,513
012212002112102122210121112022121122122111,1,D,514
012212012112102122210121112022121122122111,2,D,515
212212012112102122210121112022121122122111,1,D,516
212212012112102122210121112122121122122111,2,D,517
212212012112102122212121112122121122122111,1,D,518
212212012112112122212121112122121122122111,2,D,519
000000000000000000000000000000000000000000,1,W,520
000000000000000000000000000000000000001000,2,L,521
000000000000000000000000000000000000201000,1,W,522
000000000000000000000000000000000000201100,2,L,523
000000000000000000000000000000000000201120,1,W,524
000000000000000000000000000000000000201121,2,L,525
000000000000000000000000000000020000201121,1,W,526
000000000000000000000000000000020100201121,2,L,527
000000000000000000000000000002020100201121,1,W,528
000000000000000000000010000002020100201121,2,L,529
000000000000000000000010000002022100201121,1,W,530
000000000000000000000010000002022101201121,2,L,531
000000000000000000000010200002022101201121,1,W,532
000000000000000000000010200002022111201121,2,L,533
000000000000000000000010202002022111201121,1,W,534
000000000000000000000010202002022111211121,2,L,535
000000000000000000000010202202022111211121,1,W,536
000000000000000001000010202202022111211121,2,L,537
000000000000000001000010202202222111211121,1,W,538
000000000000000001000010202212222111211121,2,L,539
000000000000000001000210202212222111211121,1,W,540
000000000000001001000210202212222111211121,2,L,541
000000020000001001000210202212222111211121,1,W,542
100000020000001001000210202212222111211121,2,L,543
100000020000001001020210202212222111211121,1,W,544
100000020000001101020210202212222111211121,2,L,545
100000022000001101020210202212222111211121,1,W,546
110000022000001101020210202212222111211121,2,L,547
110000022000001101020212202212222111211121,1,W,548
110000022000001111020212202212222111211121,2,L,549
